Data	Open	High	Low	Close	Candle
01/03/2022 14:30	33296,92	33304,81	33263,29	33283,56	61
01/03/2022 14:25	33290,35	33311,02	33275,83	33297,44	60
01/03/2022 14:20	33223,68	33297,97	33209,73	33290,48	59
01/03/2022 14:15	33174,7	33227,43	33128,89	33223,76	58
01/03/2022 14:10	33179,27	33186,59	33147,14	33174,42	57
01/03/2022 14:05	33181,06	33212,96	33170,96	33179,23	56
01/03/2022 14:00	33185,78	33192,98	33134,53	33181,42	55
01/03/2022 13:55	33184,16	33212,21	33172,32	33185,8	54
01/03/2022 13:50	33172,14	33193,76	33161,73	33183,19	53
01/03/2022 13:45	33186,25	33214,69	33146,32	33172,61	52
01/03/2022 13:40	33207,42	33216,32	33175,52	33186,29	51
01/03/2022 13:35	33133,42	33207,87	33119,63	33207,39	50
01/03/2022 13:30	33123,24	33159,53	33107,67	33133,28	49
01/03/2022 13:25	33174,52	33176,21	33120,37	33122,52	48
01/03/2022 13:20	33216,11	33231,25	33176,44	33176,44	47
01/03/2022 13:15	33232,02	33237,15	33208,47	33216,53	46
01/03/2022 13:10	33299,46	33301,13	33218,87	33232,36	45
01/03/2022 13:05	33330,26	33336,7	33275,25	33299,55	44
01/03/2022 13:00	33331,7	33367,1	33313,64	33330,31	43
01/03/2022 12:55	33315,57	33340,21	33294,12	33331,44	42
01/03/2022 12:50	33332,17	33350,18	33299,06	33314,6	41
01/03/2022 12:45	33310,78	33348,82	33282,37	33332,66	40
01/03/2022 12:40	33256,6	33311	33256,6	33310,95	39
01/03/2022 12:35	33280,06	33286,61	33247,46	33256,19	38
01/03/2022 12:30	33265,12	33309,13	33242,95	33280,2	37
01/03/2022 12:25	33245,89	33276,04	33226,5	33265,06	36
01/03/2022 12:20	33273,29	33281,57	33223,41	33244,96	35
01/03/2022 12:15	33237,66	33294,08	33210,09	33272,55	34
01/03/2022 12:10	33175	33242,73	33136,31	33241,47	33
01/03/2022 12:05	33190,95	33210,98	33162,96	33175,83	32
01/03/2022 12:00	33220,06	33229,62	33189,07	33191,09	31
01/03/2022 11:55	33219	33228,75	33169,79	33222,97	30
01/03/2022 11:50	33237,05	33248,38	33204,11	33218,81	29
01/03/2022 11:45	33305,23	33305,23	33203,82	33236,8	28
01/03/2022 11:40	33323,52	33341,04	33292,47	33302,79	27
01/03/2022 11:35	33319,23	33334,14	33301,47	33322,1	26
01/03/2022 11:30	33450,7	33450,7	33318,76	33318,76	25
01/03/2022 11:25	33485,18	33485,18	33422,41	33450,42	24
01/03/2022 11:20	33455,8	33502,63	33442,3	33485,28	23
01/03/2022 11:15	33534,66	33539,15	33448,53	33455,06	22
01/03/2022 11:10	33459,36	33542,91	33459,36	33534,87	21
01/03/2022 11:05	33503,12	33511,59	33451,67	33458,81	20
01/03/2022 11:00	33440,08	33523,64	33423,93	33503,09	19
01/03/2022 10:55	33483,66	33484,22	33429,04	33440,24	18
01/03/2022 10:50	33454,54	33503	33450,02	33483,06	17
01/03/2022 10:45	33425,14	33456,6	33397,56	33452,86	16
01/03/2022 10:40	33478,76	33478,76	33421,59	33424,81	15
01/03/2022 10:35	33505,16	33533,07	33478,07	33478,07	14
01/03/2022 10:30	33567	33586,86	33503,23	33504,69	13
01/03/2022 10:25	33561,45	33590,7	33519,92	33560,37	12
01/03/2022 10:20	33597,01	33646,47	33544,15	33562,11	11
01/03/2022 10:15	33550,77	33614,79	33537,78	33597,21	10
01/03/2022 10:10	33589,18	33589,18	33535,47	33551,27	9
01/03/2022 10:05	33642,86	33665,94	33583,58	33592,83	8
01/03/2022 10:00	33652,63	33742,89	33621,23	33643,76	7
01/03/2022 09:55	33667,87	33693,15	33629,98	33656,47	6
01/03/2022 09:50	33799,98	33806,24	33659,28	33666,15	5
01/03/2022 09:45	33766,53	33800,87	33718,48	33800,03	4
01/03/2022 09:40	33821,76	33833,78	33758,67	33762,69	3
